,Location (coordinates in km as measured from the southwest corner of the city),,,,Transition matrix: ith row and jth column gives p_{ij}. So row sums are 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,3.833,4.833,15,11.35159786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003879084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003879084,0.007555425,0,0,0,0,0,0,0,0,0,0,0,0,0.003879084,0.007555425,0.014715958,0,0,0,0,0,0,0,0,0,0,0,0.003879084,0.015110849,0.058863831,0.028662772,0,0,0,0,0,0,0,0,0,0,0.003879084,0.007555425,0.014715958,0.028662772,0.01921323,0,0,0,0,0,0,0,0,0,0.003879084,0.007555425,0.014715958,0.028662772,0.01921323,0.009864401,0,0,0,0,0,0,0,0,0.003879084,0.007555425,0.029431915,0.028662772,0.01921323,0.009864401,0.005064553,0,0,0,0,0,0,0,0.007758169,0.007555425,0.014715958,0.028662772,0.01921323,0.009864401,0.005064553,0,0,0,0,0,0,0,0.003879084,0.007555425,0.014715958,0.028662772,0.01921323,0.009864401,0.005064553,0,0.065501932,0,0,0,0,0,0,0,0.003879084,0.030221698,0.014715958,0.028662772,0.01921323,0.039457606,0.005064553,0,0,0,0,0,0,0,0,0,0.003879084,0.007555425,0.014715958,0.028662772,0.038426461,0.019728803,0.005064553,0,0,0,0,0,0,0,0,0,0.003879084,0.007555425,0.014715958,0.028662772,0.01921323,0.009864401
181,4.167,0.167,15,11.27574218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004436117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008640376,0.004436117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016829155,0.008640376,0.004436117,0,0,0,0,0,0,0,0,0,0,0,0,0.032778718,0.016829155,0.008640376,0.004436117,0,0,0,0,0,0,0,0,0,0,0,0.021972231,0.032778718,0.033658309,0.008640376,0.004436117,0,0,0,0,0,0,0,0,0,0,0.01128092,0.021972231,0.032778718,0.016829155,0.008640376,0.004436117,0,0,0,0,0,0,0,0,0,0.005791817,0.01128092,0.021972231,0.032778718,0.016829155,0.008640376,0.004436117,0,0,0,0,0,0,0,0,0,0.005791817,0.01128092,0.021972231,0.032778718,0.016829155,0.008640376,0.004436117,0,0,0,0,0,0,0,0.074907945,0,0.005791817,0.045123679,0.021972231,0.032778718,0.067316619,0.008640376,0.017744468,0,0,0,0,0,0,0,0.005791817,0.01128092,0.021972231,0.032778718,0.016829155,0.008640376,0.004436117,0,0,0,0,0,0,0,0.005791817,0.02256184,0.021972231,0.032778718,0.016829155,0.008640376,0.004436117,0,0,0,0,0,0,0,0
182,4.167,0.500,15,11.59962067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007421748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003710874,0.007227795,0.003710874,0,0,0,0,0,0,0,0,0,0,0,0,0.007227795,0.014077823,0.007227795,0.003710874,0,0,0,0,0,0,0,0,0,0,0,0.014077823,0.027419856,0.014077823,0.007227795,0.014843496,0,0,0,0,0,0,0,0,0,0,0.027419856,0.018380079,0.054839711,0.014077823,0.007227795,0.003710874,0,0,0,0,0,0,0,0,0,0.018380079,0.009436647,0.018380079,0.027419856,0.014077823,0.007227795,0.003710874,0,0,0,0,0,0,0,0,0.009436647,0.004844936,0.009436647,0.018380079,0.027419856,0.014077823,0.007227795,0.007421748,0,0,0,0,0,0,0,0.004844936,0,0.004844936,0.009436647,0.018380079,0.027419856,0.014077823,0.007227795,0.003710874,0,0,0,0,0,0,0,0.062661544,0,0.019379745,0.009436647,0.018380079,0.109679423,0.014077823,0.028911182,0.003710874,0,0,0,0,0,0.004844936,0,0.004844936,0.009436647,0.018380079,0.027419856,0.014077823,0.007227795,0.003710874,0,0,0,0,0,0,0.009436647,0.009689872,0.009436647,0.018380079,0.027419856,0.014077823,0.007227795,0.003710874,0,0,0,0,0,0,0
183,4.167,0.833,15,12.54862309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00338053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00338053,0.006584374,0.00338053,0,0,0,0,0,0,0,0,0,0,0,0.00338053,0.006584374,0.01282461,0.006584374,0.00338053,0,0,0,0,0,0,0,0,0,0,0.006584374,0.01282461,0.024978929,0.01282461,0.026337497,0.00338053,0,0,0,0,0,0,0,0,0,0.01282461,0.024978929,0.033487754,0.024978929,0.01282461,0.006584374,0.00338053,0,0,0,0,0,0,0,0,0.024978929,0.016743877,0.008596593,0.016743877,0.024978929,0.01282461,0.006584374,0.00338053,0,0,0,0,0,0,0,0.016743877,0.008596593,0.004413638,0.008596593,0.016743877,0.024978929,0.01282461,0.013168748,0.00338053,0,0,0,0,0,0,0.008596593,0.004413638,0,0.004413638,0.008596593,0.016743877,0.024978929,0.01282461,0.006584374,0.00338053,0,0,0,0,0,0.004413638,0,0.057083388,0,0.004413638,0.008596593,0.066975507,0.024978929,0.051298439,0.006584374,0.00338053,0,0,0,0,0.008596593,0.004413638,0,0.004413638,0.008596593,0.016743877,0.024978929,0.01282461,0.006584374,0.00338053,0,0,0,0,0,0.016743877,0.017193186,0.004413638,0.008596593,0.016743877,0.024978929,0.01282461,0.006584374,0.00338053,0,0,0,0,0,0
184,4.167,1.167,60,51.18429524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002523827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002523827,0.004915743,0.002523827,0,0,0,0,0,0,0,0,0,0,0,0.002523827,0.004915743,0.009574561,0.004915743,0.002523827,0,0,0,0,0,0,0,0,0,0.002523827,0.004915743,0.009574561,0.018648698,0.038298243,0.004915743,0.002523827,0,0,0,0,0,0,0,0,0.004915743,0.009574561,0.037297396,0.012500596,0.018648698,0.009574561,0.004915743,0.002523827,0,0,0,0,0,0,0,0.009574561,0.018648698,0.012500596,0.00641802,0.012500596,0.018648698,0.009574561,0.004915743,0.002523827,0,0,0,0,0,0,0.018648698,0.012500596,0.00641802,0.003295121,0.00641802,0.012500596,0.018648698,0.019149122,0.004915743,0.002523827,0,0,0,0,0,0.012500596,0.00641802,0.003295121,0,0.003295121,0.00641802,0.012500596,0.018648698,0.009574561,0.004915743,0.002523827,0,0,0,0,0.00641802,0.003295121,0,0.170468616,0,0.003295121,0.02567208,0.012500596,0.074594792,0.009574561,0.004915743,0.002523827,0,0,0,0.012500596,0.00641802,0.003295121,0,0.003295121,0.00641802,0.012500596,0.018648698,0.009574561,0.004915743,0.002523827,0,0,0,0,0.018648698,0.025001192,0.00641802,0.003295121,0.00641802,0.012500596,0.018648698,0.009574561,0.004915743,0.002523827,0,0,0,0,0
185,4.167,1.500,15,12.31208439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002624437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002624437,0.005111705,0.002624437,0,0,0,0,0,0,0,0,0,0,0,0.002624437,0.005111705,0.009956241,0.005111705,0.002624437,0,0,0,0,0,0,0,0,0,0.002624437,0.005111705,0.009956241,0.077568439,0.009956241,0.005111705,0.002624437,0,0,0,0,0,0,0,0.002624437,0.005111705,0.019912482,0.01939211,0.01299892,0.01939211,0.009956241,0.005111705,0.002624437,0,0,0,0,0,0,0.005111705,0.009956241,0.01939211,0.01299892,0.006673868,0.01299892,0.01939211,0.009956241,0.005111705,0.002624437,0,0,0,0,0,0.009956241,0.01939211,0.01299892,0.006673868,0.003426478,0.006673868,0.01299892,0.03878422,0.009956241,0.005111705,0.002624437,0,0,0,0,0.01939211,0.01299892,0.006673868,0.003426478,0,0.003426478,0.006673868,0.01299892,0.01939211,0.009956241,0.005111705,0.002624437,0,0,0,0.01299892,0.006673868,0.003426478,0,0.044316044,0,0.013705912,0.006673868,0.05199568,0.01939211,0.009956241,0.005111705,0.010497747,0,0,0.01939211,0.01299892,0.006673868,0.003426478,0,0.003426478,0.006673868,0.01299892,0.01939211,0.009956241,0.005111705,0.002624437,0,0,0,0.009956241,0.03878422,0.01299892,0.006673868,0.003426478,0.006673868,0.01299892,0.01939211,0.009956241,0.005111705,0.002624437,0,0,0,0
186,4.167,1.833,15,13.04558796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263258,0.005127565,0.00263258,0,0,0,0,0,0,0,0,0,0,0,0.00263258,0.005127565,0.009987134,0.005127565,0.00263258,0,0,0,0,0,0,0,0,0,0.00263258,0.005127565,0.039948535,0.01945228,0.009987134,0.005127565,0.00263258,0,0,0,0,0,0,0,0.00263258,0.010255131,0.009987134,0.01945228,0.013039254,0.01945228,0.009987134,0.005127565,0.00263258,0,0,0,0,0,0.00263258,0.005127565,0.009987134,0.01945228,0.013039254,0.006694576,0.013039254,0.01945228,0.009987134,0.005127565,0.00526516,0,0,0,0,0.005127565,0.009987134,0.01945228,0.013039254,0.006694576,0.00343711,0.006694576,0.026078507,0.01945228,0.009987134,0.005127565,0.00263258,0,0,0,0.009987134,0.01945228,0.013039254,0.006694576,0.00343711,0,0.00343711,0.006694576,0.013039254,0.01945228,0.009987134,0.005127565,0.00263258,0,0,0.01945228,0.013039254,0.006694576,0.01374844,0,0.04445355,0,0.00343711,0.026778304,0.013039254,0.01945228,0.009987134,0.020510262,0.00263258,0,0.009987134,0.01945228,0.013039254,0.006694576,0.00343711,0,0.00343711,0.006694576,0.013039254,0.01945228,0.009987134,0.005127565,0.00526516,0,0,0.005127565,0.019974268,0.01945228,0.013039254,0.006694576,0.00343711,0.006694576,0.013039254,0.01945228,0.009987134,0.005127565,0.00263258,0,0,0
187,4.167,2.167,60,46.52773109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004546548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002273274,0.004427733,0.002273274,0,0,0,0,0,0,0,0,0,0,0,0.002273274,0.004427733,0.008624047,0.004427733,0.002273274,0,0,0,0,0,0,0,0,0,0.002273274,0.017710933,0.008624047,0.016797349,0.008624047,0.004427733,0.002273274,0,0,0,0,0,0,0,0.004546548,0.004427733,0.008624047,0.016797349,0.0112596,0.016797349,0.008624047,0.004427733,0.002273274,0,0,0,0,0,0.002273274,0.004427733,0.008624047,0.016797349,0.0112596,0.005780871,0.0112596,0.016797349,0.008624047,0.008855466,0.002273274,0,0,0,0.002273274,0.004427733,0.008624047,0.016797349,0.0112596,0.005780871,0.002967998,0.011561743,0.0112596,0.016797349,0.008624047,0.004427733,0.002273274,0,0,0.004427733,0.008624047,0.016797349,0.0112596,0.005780871,0.002967998,0,0.002967998,0.005780871,0.0112596,0.016797349,0.008624047,0.004427733,0.002273274,0,0.008624047,0.016797349,0.0112596,0.023123485,0.002967998,0,0.153545351,0,0.011871993,0.005780871,0.0112596,0.016797349,0.034496187,0.004427733,0.004546548,0.004427733,0.008624047,0.016797349,0.0112596,0.005780871,0.002967998,0,0.002967998,0.005780871,0.0112596,0.016797349,0.008624047,0.008855466,0.004546548,0,0.002273274,0.008855466,0.008624047,0.016797349,0.0112596,0.005780871,0.002967998,0.005780871,0.0112596,0.016797349,0.008624047,0.004427733,0.002273274,0,0
188,4.167,2.500,15,12.63829455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002470095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002470095,0.004811089,0.002470095,0,0,0,0,0,0,0,0,0,0,0,0.002470095,0.004811089,0.009370721,0.004811089,0.002470095,0,0,0,0,0,0,0,0,0,0.009880381,0.004811089,0.009370721,0.018251672,0.009370721,0.004811089,0.002470095,0,0,0,0,0,0,0,0.002470095,0.004811089,0.009370721,0.018251672,0.012234462,0.018251672,0.009370721,0.004811089,0.002470095,0,0,0,0,0,0.002470095,0.004811089,0.009370721,0.018251672,0.012234462,0.006281382,0.012234462,0.018251672,0.018741442,0.004811089,0.002470095,0,0,0,0.002470095,0.004811089,0.009370721,0.018251672,0.012234462,0.006281382,0.006449938,0.006281382,0.012234462,0.018251672,0.009370721,0.004811089,0.002470095,0,0.002470095,0.004811089,0.009370721,0.018251672,0.012234462,0.006281382,0.003224969,0,0.003224969,0.006281382,0.012234462,0.018251672,0.009370721,0.004811089,0.002470095,0.004811089,0.009370721,0.018251672,0.048937847,0.006281382,0.003224969,0,0.041709846,0,0.003224969,0.006281382,0.012234462,0.073006688,0.009370721,0.009622177,0.002470095,0.004811089,0.009370721,0.018251672,0.012234462,0.006281382,0.003224969,0,0.003224969,0.006281382,0.012234462,0.018251672,0.018741442,0.009622177,0.002470095,0,0.00494019,0.004811089,0.009370721,0.018251672,0.012234462,0.006281382,0.003224969,0.006281382,0.012234462,0.018251672,0.009370721,0.004811089,0.002470095,0
189,4.167,2.833,60,48.86883733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008536255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002134064,0.004156589,0.004268127,0,0,0,0,0,0,0,0,0,0,0,0.002134064,0.004156589,0.008095929,0.004156589,0.002134064,0,0,0,0,0,0,0,0,0,0.002134064,0.004156589,0.008095929,0.015768717,0.008095929,0.004156589,0.002134064,0,0,0,0,0,0,0,0.002134064,0.004156589,0.008095929,0.015768717,0.010570087,0.015768717,0.008095929,0.004156589,0.002134064,0,0,0,0,0,0.002134064,0.004156589,0.008095929,0.015768717,0.010570087,0.005426864,0.010570087,0.031537433,0.008095929,0.004156589,0.002134064,0,0,0,0.002134064,0.004156589,0.008095929,0.015768717,0.010570087,0.010853727,0.002786245,0.005426864,0.010570087,0.015768717,0.008095929,0.004156589,0.002134064,0,0.002134064,0.004156589,0.008095929,0.015768717,0.010570087,0.005426864,0.002786245,0,0.002786245,0.005426864,0.010570087,0.015768717,0.008095929,0.004156589,0.002134064,0.004156589,0.008095929,0.063074867,0.010570087,0.005426864,0.011144979,0,0.144142572,0,0.002786245,0.005426864,0.042280348,0.015768717,0.016191858,0,0.002134064,0.004156589,0.008095929,0.015768717,0.010570087,0.005426864,0.002786245,0,0.002786245,0.005426864,0.010570087,0.031537433,0.016191858,0.004156589,0,0,0.002134064,0.004156589,0.008095929,0.015768717,0.010570087,0.005426864,0.002786245,0.005426864,0.010570087,0.015768717,0.008095929,0.004156589,0.002134064
190,4.167,3.167,15,10.98662478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002521337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002521337,0.009821789,0.002521337,0,0,0,0,0,0,0,0,0,0,0,0.002521337,0.004910894,0.009565116,0.004910894,0.002521337,0,0,0,0,0,0,0,0,0,0.002521337,0.004910894,0.009565116,0.018630303,0.009565116,0.004910894,0.002521337,0,0,0,0,0,0,0,0.002521337,0.004910894,0.009565116,0.018630303,0.012488265,0.018630303,0.009565116,0.004910894,0.002521337,0,0,0,0,0,0.002521337,0.004910894,0.009565116,0.018630303,0.012488265,0.006411689,0.024976531,0.018630303,0.009565116,0.004910894,0.002521337,0,0,0,0.002521337,0.004910894,0.009565116,0.018630303,0.024976531,0.006411689,0.003291871,0.006411689,0.012488265,0.018630303,0.009565116,0.004910894,0,0,0.002521337,0.004910894,0.009565116,0.018630303,0.012488265,0.006411689,0.003291871,0,0.003291871,0.006411689,0.012488265,0.018630303,0.009565116,0,0.002521337,0.004910894,0.038260465,0.018630303,0.012488265,0.025646757,0.003291871,0,0.042575116,0,0.003291871,0.025646757,0.012488265,0.037260605,0,0,0.002521337,0.004910894,0.009565116,0.018630303,0.012488265,0.006411689,0.003291871,0,0.003291871,0.006411689,0.024976531,0.037260605,0.009565116,0,0,0,0.002521337,0.004910894,0.009565116,0.018630303,0.012488265,0.006411689,0.003291871,0.006411689,0.012488265,0.018630303,0.009565116,0.004910894
191,4.167,3.500,15,11.52776307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002670681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005341363,0.005201777,0.010682725,0,0,0,0,0,0,0,0,0,0,0,0.002670681,0.005201777,0.010131678,0.005201777,0.005341363,0,0,0,0,0,0,0,0,0,0.002670681,0.005201777,0.010131678,0.019733814,0.010131678,0.005201777,0.002670681,0,0,0,0,0,0,0,0.002670681,0.005201777,0.010131678,0.019733814,0.013227971,0.019733814,0.010131678,0.005201777,0.002670681,0,0,0,0,0,0.002670681,0.005201777,0.010131678,0.019733814,0.013227971,0.013582934,0.013227971,0.019733814,0.010131678,0.005201777,0,0,0,0,0.002670681,0.005201777,0.010131678,0.039467629,0.013227971,0.006791467,0.003486855,0.006791467,0.013227971,0.019733814,0.010131678,0,0,0,0.002670681,0.005201777,0.010131678,0.019733814,0.013227971,0.006791467,0.003486855,0,0.003486855,0.006791467,0.013227971,0.019733814,0,0,0.002670681,0.020807108,0.010131678,0.019733814,0.052911885,0.006791467,0.013947422,0,0.045096928,0,0.013947422,0.006791467,0.026455943,0,0,0,0.002670681,0.005201777,0.010131678,0.019733814,0.013227971,0.006791467,0.003486855,0,0.003486855,0.013582934,0.026455943,0.019733814,0,0,0,0,0.002670681,0.005201777,0.010131678,0.019733814,0.013227971,0.006791467,0.003486855,0.006791467,0.013227971,0.019733814,0.010131678
192,4.167,3.833,15,11.35759176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002882024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002882024,0.022453667,0.002882024,0,0,0,0,0,0,0,0,0,0,0,0.002882024,0.005613417,0.010933443,0.011226833,0.011528097,0,0,0,0,0,0,0,0,0,0.002882024,0.005613417,0.010933443,0.021295439,0.010933443,0.005613417,0.002882024,0,0,0,0,0,0,0,0.002882024,0.005613417,0.010933443,0.021295439,0.01427476,0.021295439,0.010933443,0.005613417,0,0,0,0,0,0,0.002882024,0.005613417,0.010933443,0.021295439,0.028549519,0.007328906,0.01427476,0.021295439,0.010933443,0,0,0,0,0,0.002882024,0.005613417,0.021866886,0.021295439,0.01427476,0.007328906,0.003762786,0.007328906,0.01427476,0.021295439,0,0,0,0,0.002882024,0.005613417,0.010933443,0.021295439,0.01427476,0.007328906,0.003762786,0,0.003762786,0.007328906,0.01427476,0,0,0,0.011528097,0.005613417,0.010933443,0.085181755,0.01427476,0.029315624,0.003762786,0,0.048665649,0,0.003762786,0.014657812,0,0,0,0,0.002882024,0.005613417,0.010933443,0.021295439,0.01427476,0.007328906,0.003762786,0,0.007525572,0.014657812,0.01427476,0,0,0,0,0,0.002882024,0.005613417,0.010933443,0.021295439,0.01427476,0.007328906,0.003762786,0.007328906,0.01427476,0.021295439
193,4.167,4.167,60,52.63685194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002810826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011243305,0.005474742,0.002810826,0,0,0,0,0,0,0,0,0,0,0,0.002810826,0.005474742,0.021326683,0.021898968,0.002810826,0,0,0,0,0,0,0,0,0,0.002810826,0.005474742,0.010663341,0.020769353,0.010663341,0.005474742,0,0,0,0,0,0,0,0,0.002810826,0.005474742,0.010663341,0.020769353,0.013922114,0.020769353,0.010663341,0,0,0,0,0,0,0,0.002810826,0.005474742,0.010663341,0.041538706,0.013922114,0.007147851,0.013922114,0.020769353,0,0,0,0,0,0,0.002810826,0.010949484,0.010663341,0.020769353,0.013922114,0.007147851,0.003669829,0.007147851,0.013922114,0,0,0,0,0,0.002810826,0.005474742,0.010663341,0.020769353,0.013922114,0.007147851,0.003669829,0,0.003669829,0.007147851,0,0,0,0,0.002810826,0.005474742,0.042653365,0.020769353,0.055688454,0.007147851,0.003669829,0,0.189853621,0,0.007339659,0,0,0,0,0,0.002810826,0.005474742,0.010663341,0.020769353,0.013922114,0.007147851,0.003669829,0,0.007339659,0.007147851,0,0,0,0,0,0,0.002810826,0.005474742,0.010663341,0.020769353,0.013922114,0.007147851,0.003669829,0.007147851,0.013922114
194,4.167,4.500,15,11.50866952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003686027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003686027,0.0071794,0.003686027,0,0,0,0,0,0,0,0,0,0,0,0.003686027,0.014358799,0.055934244,0.0071794,0,0,0,0,0,0,0,0,0,0,0.003686027,0.0071794,0.013983561,0.027236258,0.013983561,0,0,0,0,0,0,0,0,0,0.003686027,0.0071794,0.013983561,0.027236258,0.01825701,0.027236258,0,0,0,0,0,0,0,0,0.003686027,0.0071794,0.027967122,0.027236258,0.01825701,0.009373461,0.01825701,0,0,0,0,0,0,0,0.007372053,0.0071794,0.013983561,0.027236258,0.01825701,0.009373461,0.004812496,0.009373461,0,0,0,0,0,0,0.003686027,0.0071794,0.013983561,0.027236258,0.01825701,0.009373461,0.004812496,0,0.004812496,0,0,0,0,0,0.003686027,0.028717599,0.013983561,0.108945032,0.01825701,0.009373461,0.004812496,0,0.062241975,0,0,0,0,0,0,0,0.003686027,0.0071794,0.013983561,0.027236258,0.01825701,0.009373461,0.009624991,0,0.004812496,0,0,0,0,0,0,0,0.003686027,0.0071794,0.013983561,0.027236258,0.01825701,0.009373461,0.004812496,0.009373461
195,4.167,4.833,30,26.04256742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004083315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004083315,0.007953211,0,0,0,0,0,0,0,0,0,0,0,0,0.00816663,0.031812845,0.01549074,0,0,0,0,0,0,0,0,0,0,0,0.004083315,0.007953211,0.01549074,0.030171842,0,0,0,0,0,0,0,0,0,0,0.004083315,0.007953211,0.01549074,0.030171842,0.020224791,0,0,0,0,0,0,0,0,0,0.004083315,0.015906423,0.01549074,0.030171842,0.020224791,0.010383754,0,0,0,0,0,0,0,0,0.004083315,0.007953211,0.01549074,0.030171842,0.020224791,0.010383754,0.005331197,0,0,0,0,0,0,0,0.004083315,0.007953211,0.01549074,0.030171842,0.020224791,0.010383754,0.005331197,0,0,0,0,0,0,0,0.016333259,0.007953211,0.061962962,0.030171842,0.020224791,0.010383754,0.021324788,0,0.137901108,0,0,0,0,0,0,0,0.004083315,0.007953211,0.01549074,0.030171842,0.020224791,0.020767508,0.010662394,0,0,0,0,0,0,0,0,0,0.004083315,0.007953211,0.01549074,0.030171842,0.020224791,0.010383754,0.005331197
196,4.500,0.167,15,11.64745739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005047971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009832106,0.005047971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019150327,0.009832106,0.005047971,0,0,0,0,0,0,0,0,0,0,0,0,0.037299744,0.019150327,0.019664211,0.005047971,0,0,0,0,0,0,0,0,0,0,0,0.025002766,0.037299744,0.019150327,0.009832106,0.005047971,0,0,0,0,0,0,0,0,0,0,0.012836848,0.025002766,0.037299744,0.019150327,0.009832106,0.005047971,0,0,0,0,0,0,0,0,0,0.006590658,0.012836848,0.025002766,0.037299744,0.019150327,0.009832106,0.005047971,0,0,0,0,0,0,0,0,0,0.006590658,0.012836848,0.100011063,0.037299744,0.019150327,0.039328423,0.005047971,0,0,0,0,0,0,0,0.085239673,0,0.006590658,0.012836848,0.025002766,0.037299744,0.019150327,0.009832106,0.005047971,0,0,0,0,0,0,0,0.013181315,0.012836848,0.025002766,0.037299744,0.019150327,0.009832106,0.005047971,0,0,0,0,0,0,0
